cerclis_id,name,address,county,state,hrs_score,reason,proposed,listed,construction_completed,partially_deleted,deleted,report,latitude,longitude
VA1170024813,Norfolk Naval Shipyard,,City of Portsmouth,Virginia,,,,,,,,,,
VA3170024605,NWS Yorktown - Cheatham Annex,,York Co.,Virginia,,,,,,,,,,
VAN000306115,Peck Iron and Metal,,City of Portsmouth,Virginia,,,4/9/2009,11/4/2009,–,–,–,,,
VAD071040752,"Rentokil, Inc. (Virginia Wood Preserving Division)",,Henrico Co.,Virginia,,,1/22/1987,3/31/1989,9/2/1999,–,–,,,
VAD980831796,Rhinehart Tire Fire Dump,,Frederick Co.,Virginia,,,10/15/1984,6/10/1986,9/27/2002,–,9/30/2005,,,
VAD003127578,Saltville Waste Disposal Ponds,,Smyth Co.,Virginia,,,,,,,,,,
VAD003117389,Saunders Supply Company,,City of Suffolk,Virginia,,,,,,,,,,
VA5170000181,St. Julien's Creek Annex (USNavy),,City of Chesapeake,Virginia,,Site contaminated with metals and PAHs.,2/4/2000,7/27/2000,–,–,–,,,
VAD980917983,Suffolk City Landfill,,City of Suffolk,Virginia,,,6/24/1988,2/21/1990,9/30/1992,–,1/24/1995,,,
VAD980705404,U.S. Titanium,,Nelson Co.,Virginia,,,,,,,,,,
VA3210090020,Warrenton Training Center (Station B),,Fauquier Co.,Virginia,,TCE groundwater contamination[23],,,,,,,,
WAD009045279,Alcoa (Vancouver Smelter),,Clark,Washington,,"Soil and groundwater contaminated by fluoride and cyanide and soil also 
contaminated by alumina.",6/24/1988,2/21/1990,7/30/1996,–,9/30/1996,,,
WAD057311094,American Crossarm & Conduit Co.,,Lewis,Washington,,"Ground water, soil, and sediments were contaminated with PCP and creosote. 
The soil also contained dioxins.[10]",6/24/1988,10/4/1989,9/26/1996,–,–,,,
WAD980833065,American Lake Gardens/McChord Air Force Base,,Pierce,Washington,,"Shallow groundwater is contaminated with VOCs, including TCE and DCE.[11]
[12][13]",9/8/1983,9/21/1984,9/29/1994,–,–,,,
WA5170027291,Bangor Naval Submarine Base (US Navy),,Kitsap,Washington,,"Groundwater, soils, surface water, and sediments contain TNT and RDX.[14]
[15][16]",7/14/1989,8/30/1990,9/25/2001,–,–,,,
WA7170027265,Bangor Ordnance Disposal (USNAVY),,Kitsap,Washington,,"Groundwater, soil, leachate and surface water contaminated by TNT and RDX; 
soil contaminated by lead.[17]",101/5/1984,7/22/1987,9/23/1999,–,–,,,
WA1891406349,Bonneville Power Administration Ross Complex (USDOE),,Clark,Washington,,"Soil was contaminated by PCBs, PAHs, PCP, lead and other heavy metals. 
Groundwater contains elevated levels of DCE and chloroform.[18]",7/14/1989,11/21/1989,4/4/1996,–,9/23/1996,,,
WAD009624453,Boomsnub/Airco,,Clark,Washington,,"Groundwater contaminated by chromium and VOCs, including TCE, PCE and 
freon-11. Soil on Boomsnub site contaminated by hexavalant chromium.[19]",1/18/1994,4/25/1995,–,–,–,,,
WAD980836662,Centralia Municipal Landfill,,Lewis,Washington,,"Groundwater contains elevated levels of chloride and heavy metals including 
manganese, arsenic and iron. Leachate has drained into nearby rivers.[20]",6/24/1988,8/30/1990,9/28/1999,–,–,,,
WAD980514541,Colbert Landfill,,Spokane,Washington,,"Soil and groundwater contamination from VOCs dumped on site, including methylene 
dichloride and TCA.[21]",12/30/1982,9/8/1983,9/9/1997,–,–,,,
WAD980726368,"Commencement Bay, Near Shore/Tide Flats",,Pierce,Washington,,"At the Asarco smelter, metals including arsenic, cadmium, copper and lead 
were released into the soil, air and bay and metals from slag have migrated 
to surface and groundwater. Soil in the Ruston/North Tacoma study area is 
contaminated by arsenic and lead. Soil, surface water and groundwater 
across most of the Tacoma Tar Pits site is contaminated by metals, PAHs, 
PCBs, and VOCs including benzene, from a former coal gasification plant and 
recycling operations. Ship building, oil refining, chemical manufacture and 
storage and other industrial activity has contaminated the land and 
sediments of the bay with hazardous waste.[22]",12/30/1982,9/8/1983,–,10/29/1996,–,,,
WAD980726301,"Commencement Bay, South Tacoma Channel",,Pierce,Washington,,"In the Tacoma Landfill site, soil and groundwater are contaminated by VOCs 
and heavy metals; groundwater is also contaminated by PAHs. Groundwater at 
Well 12A is contaminated by VOCs and soil by VOCs and lead. Industrial 
activities at South Tacoma Field led to soil contamination by lead, arsenic, 
copper and PCBs and groundwater contamination by VOCs and petroleum 
hydrocarbons.[23]",12/30/1982,9/8/1983,9/29/1999,6/14/2005,–,,,
WA9571924647,Fairchild Air Force Base (4 Waste Areas),,Spokane,Washington,,"Groundwater, soil and sediments are contaminated by VOCs (primarily TCE), 
semi-volatile organic compounds and inorganic compounds.[24]",6/24/1988,3/13/1989,–,–,–,,,
WAD000643577,FMC Corp. (Yakima Pit),,Yakima,Washington,,"Groundwater and soil contamination by pesticides including DDT and 
derivatives, which were formerly dumped in a ""poison pit"" on site.[25]",12/30/1982,9/8/1983,9/1/1993,–,–,,,
WA9214053465,Fort Lewis (Landfill No. 5),,Pierce,Washington,,Groundwater was contaminated by heavy metals and organic compounds.[26],10/15/1984,7/22/1987,2/28/1995,–,5/22/1995,,,
WA7210090067,Fort Lewis Logistics Center (USARMY),,Pierce,Washington,,"Soil and shallow groundwater contamination by VOCs including TCE, DCE and 
PAHs.[27]",7/14/1989,11/21/1989,–,–,–,,,
WAD053614988,"Frontier Hard Chrome, Inc.",,Clark,Washington,,"Groundwater and soil contaminated by trivalent chromium and high 
concentrations of hexavalent chromium.[28]",12/20/1982,9/8/1983,9/22/2003,–,–,,,
WAD001865450,General Electric Co. (Spokane Shop),,Spokane,Washington,,"On-site soil, groundwater and sludge contaminated by PCBs from electrical 
transformer repair and storage.[29]",6/24/1988,10/4/1989,3/18/1999,–,–,,,
WAD980514608,Greenacres Landfill,,Spokane,Washington,,"Groundwater contains VOCs, semi-volatile organic compounds and heavy metals. 
The site is close to the sole-source aquifer for 400,000 people.[30]",9/8/1983,9/21/1984,7/23/1999,–,–,,,
WASFN1002174,Hamilton/Labree Roads GW Contamination,,Lewis,Washington,,"Shallow drinking water aquifer contaminated by PCE and its decomposition 
products, and by tetrahydrofuran and methylene chloride. There are also 
very low levels of PCE contamination in soil and sediments.[31]",5/11/2000,7/27/2000,–,–,–,,,
WA5210890096,Hamilton Island Landfill (USA/COE),,Skamania,Washington,,"Investigation showed that hazardous substances present did not pose a risk 
to human health or the environment.[32]",7/29/1991,10/14/1992,3/30/1995,–,5/25/1995,,,
WA3890090076,Hanford 100-Area (USDOE),,Benton,Washington,,"Soils contaminated by radiological and chemical waste from plutonium 
manufacture for the Manhattan Project and subsequent activities. 
Groundwater contaminated by strontium-90, carbon-14, tritium and hexavalent 
chromium and discharges into the Columbia River, which is the water supply 
for over 170,000 people.[33]",6/24/1988,10/4/1989,–,7/8/1998,–,,,
WA1890090078,Hanford 200-Area (USDOE),,Benton,Washington,,"Groundwater and soil contamination by tritium, uranium, cyanide, carbon 
tetrachloride, technetium and other substances from processing, finishing 
and managing nuclear materials including plutonium for nuclear weapons.[34]",6/24/1988,10/4/1989,–,–,–,,,
WA2890090077,Hanford 300-Area (USDOE),,Benton,Washington,,"Groundwater contamination by uranium, VOCs, strontium-90 and tritium from 
nuclear fuel fabrication. Soil contamination by uranium, cobalt-60, copper, 
PCBs, chromium and possibly other substances. Uranium and TCE have been 
detected in groundwater adjacent to the Columbia River, which is used for 
drinking water for over 170,000 people.[35]",6/24/1988,10/4/1989,–,–,–,,,
WA4890090075,Hanford 1100-Area (USDOE),,Benton,Washington,,"Wells contaminated by VOCs including TCE and soil by asbestos, heavy metals 
and PCBs from maintenance activities.[36]",6/24/1988,10/4/1989,7/25/1996,–,9/30/1996,,,
WAD980722839,Harbor Island (Lead),,King,Washington,,"Groundwater contains benzene, ethylbenzene, xylene, mercury, cadmium, lead 
and zinc but is not a source of drinking water. Soil is contaminated 
primarily by heavy metals, PCBs and petroleum and sediments near the island 
by heavy metals, PAHs, tributyl tin and PCBs.[37]",12/30/1982,9/8/1983,–,11/7/1996,–,,,
WAD980511539,Hidden Valley Landfill (Thun Field),,Pierce,Washington,,"Groundwater and leachate contaminated by metals, VOCs and nitrates.[38]",6/10/1986,3/31/1989,9/28/2000,–,–,,,
WA3170090044,Jackson Park Housing Complex (US Navy),,Kitsap,Washington,,"Soil contamination by arsenic, cadmium, chromium, copper, lead, nickel, zinc, 
TNT, DNT, trinitrobenzene and dinitrobenzene from former ordnance 
operations. Offshore sediments contain abandoned ordnance.[39]",6/23/1993,5/31/1994,–,–,–,,,
WAD000065508,Kaiser Aluminum Mead Works,,Spokane,Washington,,Cyanide and fluoride contamination of groundwater and leachate.[40],12/30/1982,9/8/1983,–,–,–,,,
WAD050075662,Lakewood Site,,Pierce,Washington,,"Groundwater and soil contamination by TCE and PCE from dry cleaning 
operations.[41]",12/30/1982,9/8/1983,9/29/1992,11/27/1996,–,,,
WAN001002655,Lockheed West Seattle,,King,Washington,,"Past industrial practices have contaminated sediment with heavy metals 
including arsenic, chromium, copper, lead, silver and zinc, with butyl tins 
and with PCBs and PAHs.[42][43]",9/29/2006,3/7/2007,–,–,–,,,
WA0002329803,Lower Duwamish Waterway,,King,Washington,,"Sediment contamination by mercury, arsenic, other heavy metals, PCBs, PAHs, 
dioxins, furans and phthalates.[44][45][46]",12/1/2000,9/13/2001,–,–,–,,,
WA8570024200,McChord Air Force Base (Wash Rack/Treat),,Pierce,Washington,,"A layer of benzene-contaminated fuel emulsion is sitting on top of the 
water table. Benzene levels in the groundwater have now fallen below EPA 
safe drinking water levels.[47]",10/15/1984,7/22/1987,3/29/1995,–,9/26/1996,,,
WAD980511661,Mica Landfill,,Spokane,Washington,,"Groundwater contains VOCs, heavy metals and phenols from licensed hazardous 
waste disposal. Leachate contamination by inorganic ions, metals and at 
least twenty regulated organic compounds. Methane is accumulating at 
potentially explosive levels.[48]",10/15/1984,6/10/1986,2/12/2002,–,–,,,
WAD980978753,Midnite Mine,,Stevens,Washington,,"Surface water, groundwater, soil and sediments contamination by metals and 
radionuclides from former uranium ore mining. Mine drainage is acidic.[49]",6/22/1999,5/11/2000,–,–,–,,,
WAD980638910,Midway Landfill,,King,Washington,,"Groundwater contamination by heavy metals and VOCs; landfill gas emissions 
contaminated by VOCs. Risks associated with heavy metals are now under 
control; groundwater VOCs are greatly reduced; gas VOCs have been addressed.
[50]",10/5/1984,6/10/1986,9/21/2000,–,–,,,
WAD988466355,Moses Lake Wellfield Contamination,,Grant,Washington,,"Groundwater TCE contamination, including municipal and private wells. Wells 
within Federal drinking water standards have now been constructed.[51]",7/29/1991,10/14/1992,–,–,–,,,
WA5170090059,"Naval Air Station, Whidbey Island (Ault)",,Island,Washington,,"Ault Field groundwater is contaminated by VOCs including TCE and TCA. Soils 
and sediments are contaminated by PCBs, heavy metals, pesticides, PAHs and 
dioxins.[52]",9/18/1985,2/21/1990,9/25/1997,–,–,,,
WA6170090058,"Naval Air Station, Whidbey Island (Seaplane)",,Island,Washington,,"Soil in areas of the seaplane base was contaminated by heavy metals 
including lead and arsenic, pesticides and PAHs. Contaminated soil has been 
removed; possible remaining groundwater, surface water and sediment 
contamination is not thought to pose a risk to human health or the 
environment.[53]",9/18/1985,2/21/1990,6/29/1995,–,9/21/1995,,,
WA1170023419,Naval Undersea Warfare Station (4 Areas),,Kitsap,Washington,,"Soil, sediments and groundwater contamination by PCBs, petroleum 
hydrocarbons, heavy metals and VOCs from base operations. Chemical 
contamination of local shellfish is no longer at levels that cause health 
concern but the area is closed to shellfishing because of sewage 
contamination from other sources.[54]",6/10/1986,10/4/1989,6/27/2000,–,–,,,
WAD000641548,North Market Street,,Spokane,Washington,,"Groundwater and soil contamination by petroleum compounds, PAHs and VOCs 
from former petroleum refiny.[55]",6/24/1988,3/30/1990,12/30/2002,–,–,,,
WAD980511778,Northside Landfill,,Spokane,Washington,,"Groundwater and domestic well contamination by organic solvents including 
PCE from former landfill practices. On-site sludge contains TCE and PCE. 
The aquifer below the site contains VOCs and is the sole drinking water 
source for the city of Spokane[56]",10/15/1984,6/10/1986,9/2/1993,–,–,,,
WAD980833974,Northwest Transformer,,Whatcom,Washington,,Soil contaminated by PCBs has now been removed.[57],10/15/1984,6/10/1986,3/31/1994,–,9/28/1999,,,
WAD027315621,Northwest Transformer (South Harkness St),,Whatcom,Washington,,"Soil and buildings were contaminated by PCBs and heavy metals including 
arsenic, cadmium and lead.[58]",6/24/1988,2/21/1990,9/29/1994,–,9/26/1997,,,
WAD980982557,Old Inland Pit,,Spokane,Washington,,"Soil contains elevated levels of heavy metals from dumping of foundry waste 
in a former gravel pit. Groundwater contamination is at low levels and 
monitoring continues.[59]",6/10/1986,2/21/1990,2/1/1999,–,8/31/1999,,,
WAD008957243,Oeser Co,,Whatcom,Washington,,"Soil and groundwater contamination by creosote, PCP, carrier oil and dioxins 
from former and ongoing wood treatment operations.[60]",12/23/1996,9/25/1997,–,–,–,,,
WA8680030931,Old Navy Dump/Manchester Lab (USEPA/NOAA),,Kitsap,Washington,,"Former US Navy site. Firefighting training contaminated soil with dioxins 
and petroleum hydrocarbons. Hydraulic erosion of a landfill area 
contaminated sediments and shellfish in Clam Bay with PCBs, copper, lead 
and zinc. Seeps from the landfill contained elevated levels of copper, 
nickel, zinc and PCBs.[61][62]",1/18/1994,5/31/1994,9/30/2002,–,–,,,
WAD009249210,Pacific Car & Foundry Co.,,King,Washington,,"Soil was contaminated by heavy metals, PAHs and PCBs from former 
manufacturing facility. Groundwater contamination by heavy metals, petroleum 
products and solvents. Around 37,000 people obtain drinking water from 
wells within three miles of the site.[63]",6/24/1988,2/21/1990,8/5/1996,–,–,,,
WAD009248287,Pacific Sound Resources,,King,Washington,,"Soil and groundwater contamination by PCP, PAHs and heavy metals from 
former wood treatment operations. Marine sediment contamination, primarily 
by PAHs, has contaminated seafood.[64]",5/10/1993,5/31/1994,9/16/2005,–,–,,,
WA0000026534,Palermo Well Field Ground Water Contamination,,Thurston,Washington,,"Groundwater and surface water contaminated by PCE from a dry cleaning 
business and TCE from former and current Washington DOT facilities. Three 
contaminated municipal drinking water wells have been closed.[65]",12/23/1996,4/1/1997,2/22/2001,–,–,,,
WAD991281874,Pasco Sanitary Landfill,,Franklin,Washington,,"Groundwater contamination by VOCs, including TCE, toluene and xylene from 
former landfill practices.[66]",6/24/1988,2/21/1990,–,–,–,,,
WAD120513957,Pesticide Lab (Yakima),,Yakima,Washington,,"A waste pipe and on-site septic tank that carried a risk of contaminating 
groundwater have been removed.[67]",12/30/1982,9/8/1983,9/30/1992,–,9/1/1993,,,
WA4170090001,Port Hadlock Detachment (US Navy),,Jefferson,Washington,,"Shellfish next to a former landfill contain elevated levels of heavy metals 
and pesticides. Another possibly contaminated area was found not to pose a 
risk.[68]",6/23/1993,5/31/1994,9/29/1997,–,6/14/2005,,,
WA2170023418,Puget Sound Naval Shipyard Complex,,Kitsap,Washington,,"Soil, sediment and groundwater contamination by petroleum hydrocarbons, heavy 
metals, VOCs and PCBs. Groundwater flows into the Sinclair Inlet where it 
is a hazard to tribal fishermen, marine life and recreational users.[69]",5/10/1993,5/31/1994,8/22/2007,–,–,,,
WAD980511745,Queen City Farms,,King,Washington,,"Former landfill site. Groundwater, surface water and sludge contamination 
by VOCs (including TCE and DCE); residential wells contaminated by arsenic. 
Soil contamination by PCBs and metals. Groundwater contamination is 
currently contained on-site.[70]",9/8/1983,9/21/1984,9/9/1997,–,–,,,
WAD980639215,Quendall Terminals,,King,Washington,,"Soil and groundwater contamination by PAHs, benzene and creosote products 
from former creosote manufacturing plant. Contaminant release to Lake 
Washington is a concern and could affect wildlife, including chinook salmon, 
a federal threatened species.[71]",9/14/2005,4/19/2006,–,–,–,,,
WAD980639462,Seattle Municipal Landfill (Kent Highlands),,King,Washington,,"Landfill gas contains VOCs including toluene, xylene, vinyl chloride, and 
TCE. Groundwater is contaminated with VOCs and heavy metals.[72][73][74]",6/24/1988,8/30/1990,9/7/1995,–,–,,,
WAD980722789,Silver Mountain Mine,,Okanogan,Washington,,"Soil and surface water contamination by arsenic and cyanide from former 
silver and gold mining. Cyanide has been neutralized, contaminated water 
removed and taillings consolidated and capped.[75]",10/15/1984,6/10/1986,9/28/1992,–,9/22/1997,,,
WAD981767296,Spokane Junkyard/Associated Properties,,Spokane,Washington,,"The junkyard contained asbestos, oil contaminated with PCBs, flammable 
materials and VOCs. Soil was contaminated with lead and PCBs.[76]",10/14/1992,5/31/1994,7/14/1997,–,9/23/1997,,,
WAD980723506,Toftdahl Drums,,Clark,Washington,,"Surface water, groundwater and soil were contaminated by heavy metals and 
PCBs from used drum cleaning facility.[77]",10/15/1984,6/10/1986,9/30/1986,–,12/23/1988,,,
WAD980639256,Tulalip Landfill,,Snohomish,Washington,,"Groundwater, wetlands and sloughs were contaminated with heavy metals 
including lead, copper, chromium and cadmium from former dumping of 
commercial, industrial and hospital waste. On-site leachate and surface 
water was contaminated by heavy metals, PCBs, and VOCs including toluene 
and xylene. Leachate, surface water and slough water was contaminated by 
multiply resistant pathogens.[78]",7/29/1991,4/25/1995,9/28/2000,–,9/18/2002,,,
